publish_datetime,publish_date,stock_code,company_name,title,pdf_url,has_xbrl,notes,language,sector,listed_exchange,xbrl_url
2026-01-30 15:35:00,2026-01-30,81410,新光商,2026年3月期　第3四半期決算短信〔日本基準〕（連結）,https://www.release.tdnet.info/inbs/140120260129541109.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260129541109.zip
2026-01-30 15:35:00,2026-01-30,93110,アサガミ,2026年３月期第３四半期決算短信〔日本基準〕(連結),https://www.release.tdnet.info/inbs/140120260129541526.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260129541526.zip
2026-01-30 15:31:00,2026-01-30,46440,イマジニア,2026年3月期第3四半期決算短信〔日本基準〕（連結）,https://www.release.tdnet.info/inbs/140120260122536910.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260122536910.zip
2026-01-30 15:31:00,2026-01-30,46440,イマジニア,営業外収益の計上に関するお知らせ,https://www.release.tdnet.info/inbs/140120260130543402.pdf,False,,japanese,,東,
2026-01-30 15:30:00,2026-01-30,13810,アクシーズ,2026年6月期第2四半期（中間期）決算短信〔日本基準〕（連結）,https://www.release.tdnet.info/inbs/140120260130542449.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260130542449.zip
2026-01-30 15:30:00,2026-01-30,13810,アクシーズ,通期連結業績予想の修正に関するお知らせ,https://www.release.tdnet.info/inbs/140120260130542466.pdf,False,,japanese,,東,
2026-01-30 15:30:00,2026-01-30,15140,住石ＨＤ,2026年３月期 第３四半期決算短信〔日本基準〕(連結）,https://www.release.tdnet.info/inbs/140120260121536446.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260121536446.zip
2026-01-30 15:30:00,2026-01-30,19760,明星工業,2026年３月期 第３四半期決算短信〔日本基準〕（連結）,https://www.release.tdnet.info/inbs/140120260129541516.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260129541516.zip
2026-01-30 15:30:00,2026-01-30,20020,日清粉Ｇ,2026年３月期 第３四半期決算短信〔日本基準〕（連結）,https://www.release.tdnet.info/inbs/140120260129541940.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260129541940.zip
2026-01-30 15:30:00,2026-01-30,20020,日清粉Ｇ,日清製粉グループ 第３四半期連結累計期間決算、通期連結業績予想,https://www.release.tdnet.info/inbs/140120260129541969.pdf,False,,japanese,,東,
2026-01-30 15:30:00,2026-01-30,20020,日清粉Ｇ,2026年３月期 第３四半期決算 補足説明資料,https://www.release.tdnet.info/inbs/140120260129541970.pdf,False,,japanese,,東,
2026-01-30 15:30:00,2026-01-30,20600,フィード・ワン,2026年３月期 第３四半期決算短信 [日本基準]（連結）,https://www.release.tdnet.info/inbs/140120260115534196.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260115534196.zip
2026-01-30 15:30:00,2026-01-30,20600,フィード・ワン,2026年３月期 第３四半期決算補足説明資料,https://www.release.tdnet.info/inbs/140120260115534572.pdf,False,,japanese,,東,
2026-01-30 15:30:00,2026-01-30,21140,フジ日本,2026年３月期第３四半期決算短信〔日本基準〕(連結),https://www.release.tdnet.info/inbs/140120260130543228.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260130543228.zip
2026-01-30 15:30:00,2026-01-30,21140,フジ日本,業績予想の修正に関するお知らせ,https://www.release.tdnet.info/inbs/140120260130542569.pdf,False,,japanese,,東,
2026-01-30 15:30:00,2026-01-30,21210,ＭＩＸＩ,2026年３月期第３四半期決算短信〔日本基準〕（連結）,https://www.release.tdnet.info/inbs/140120260128540599.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260128540599.zip
2026-01-30 15:30:00,2026-01-30,21270,日本Ｍ＆Ａ,2026年３月期第３四半期決算短信〔日本基準〕(連結),https://www.release.tdnet.info/inbs/140120260129542105.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260129542105.zip
2026-01-30 15:30:00,2026-01-30,21750,ＳＭＳ,2026年３月期第３四半期決算説明会資料,https://www.release.tdnet.info/inbs/140120260129541917.pdf,False,,japanese,,東,
2026-01-30 15:30:00,2026-01-30,21750,ＳＭＳ,2026年３月期第３四半期決算短信〔日本基準〕（連結）,https://www.release.tdnet.info/inbs/140120260129541907.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/081220260129541907.zip
2026-01-30 15:30:00,2026-01-30,21750,ＳＭＳ,配当予想の修正（増配）に関するお知らせ,https://www.release.tdnet.info/inbs/140120260128539865.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/091220260128539865.zip
2026-01-30 15:30:00,2026-01-30,22120,山崎パン,2025年12月期配当予想の修正に関するお知らせ,https://www.release.tdnet.info/inbs/140120260127538835.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/091220260127538835.zip
2026-01-30 15:30:00,2026-01-30,22170,モロゾフ,業績予想の修正に関するお知らせ,https://www.release.tdnet.info/inbs/140120260129541561.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/091220260129541561.zip
2026-01-30 15:30:00,2026-01-30,22170,モロゾフ,自己株式の消却に関するお知らせ,https://www.release.tdnet.info/inbs/140120260129541574.pdf,False,,japanese,,東,
2026-01-30 15:30:00,2026-01-30,22660,六甲バター,2025年12月期通期連結業績予想の修正に関するお知らせ,https://www.release.tdnet.info/inbs/140120260129542010.pdf,True,,japanese,,東,https://www.release.tdnet.info/inbs/091220260129542010.zip
2026-01-30 15:30:00,2026-01-30,23270,ＮＳＳＯＬ,2026年３月期　第３四半期決算短信〔ＩＦＲＳ〕(連結),https://www.release.tdnet.info/inbs/140120260129541538.pdf,True,,japanese,,東名福,https://www.release.tdnet.info/inbs/081220260129541538.zip
2026-01-30 15:30:00,2026-01-30,23270,ＮＳＳＯＬ,FY2025/3Q決算実績,https://www.release.tdnet.info/inbs/140120260129541562.pdf,False,,japanese,,東名福,
2026-01-30 15:30:00,2026-01-30,23270,ＮＳＳＯＬ,2026年３月期　第３四半期決算　参考資料,https://www.release.tdnet.info/inbs/140120260129541569.pdf,False,,japanese,,東名福,
2026-01-30 15:30:00,2026-01-30,23270,ＮＳＳＯＬ,株主優待制度の変更に関するお知らせ,https://www.release.tdnet.info/inbs/140120260129541680.pdf,False,,japanese,,東名福,
2026-01-30 15:30:00,2026-01-30,23290,東北新社,希望退職者募集結果及び特別損失の計上に関するお知らせ,https://www.release.tdnet.info/inbs/140120260130542806.pdf,False,,japanese,,東名,
2026-01-30 15:30:00,2026-01-30,23340,Ｇ－イオレ,（開示事項の経過）「Neo Crypto Bank構想」におけるビットコイン（BTC）追加取得のお知らせ,https://www.release.tdnet.info/inbs/140120260130543555.pdf,False,,japanese,,東,
2026-01-30 15:30:00,2026-01-30,23700,Ｇ－ＭＤＮＴ,（開示事項の変更）第三者割当による新株予約権の発行に関する支出予定時期の変更について,https://www.release.tdnet.info/inbs/140120260130542719.pdf,False,,japanese,,東,
2026-01-30 15:30:00,2026-01-30,23700,Ｇ－ＭＤＮＴ,譲渡制限付株式報酬としての新株式の発行に関するお知らせ,https://www.release.tdnet.info/inbs/140120260130543538.pdf,False,,japanese,,東,
2026-01-30 15:30:00,2026-01-30,23700,Ｇ－ＭＤＮＴ,株式報酬としての新株式の発行に関するお知らせ,https://www.release.tdnet.info/inbs/140120260130543489.pdf,False,,japanese,,東,
